AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD1;;4;0;136;FS_IR_STATUS_DSCWRD1;;115;Boolean;GADIRU_IRDSCTWRD1_B15_EXCESSMOTIONERROR;no;480;;;GADIRU_IRDSCTWRD1_B15_EXCESSMOTIONERROR_1;SCAF----------------------------;Motion detected during Alignment mode;;GADIRU_IRDSCTWRD1_B15_EXCESSMOTIONERROR_SG_1;Boolean;;;1;136;9;Excessive motion detected;No Excessive motion;1;0;;;;;;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD1;;4;0;136;FS_IR_STATUS_DSCWRD1;;115;Boolean;GADIRU_IRDSCTWRD1_B10_ADR_FAULT;no;480;;;GADIRU_IRDSCTWRD1_B10_ADR_FAULT_1;SCAF----------------------------;Internal ADR fault;;GADIRU_IRDSCTWRD1_B10_ADR_FAULT_SG_1;Boolean;;;1;136;10;Fault;No Fault;1;0;;;;;;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD1;;4;0;136;FS_IR_STATUS_DSCWRD1;;115;Boolean;GADIRU_IRDSCTWRD1_B08_DC_FAIL;no;480;;;GADIRU_IRDSCTWRD1_B08_DC_FAIL_1;SCAF----------------------------;DC Fail. The GADIRU DC power input is less than 18 Vdc.;;GADIRU_IRDSCTWRD1_B08_DC_FAIL_SG_1;Boolean;;;1;136;11;DC Fail;No DC Fail;1;0;;;;;;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD1;;4;0;136;FS_IR_STATUS_DSCWRD1;;115;Boolean;GADIRU_IRDSCTWRD1_B09_ON_DC;no;480;;;GADIRU_IRDSCTWRD1_B09_ON_DC_1;SCAF----------------------------;On DC. The GADIRU is operating on the DC power input.;;GADIRU_IRDSCTWRD1_B09_ON_DC_SG_1;Boolean;;;1;136;12;On DC;Not on DC;1;0;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD1_ALIGNNOTRDY;;4;0;144;FS_IR_STATUS_DSCWRD1_ALIGNNOTRDY;;140;Boolean;GADIRU_IRDSCTWRD1_B03_ALIGNMENTNOTREADY;no;480;;;GADIRU_IRDSCTWRD1_B03_ALIGNMENTNOTREADY_1;SCAF----------------------------;Alignment mode or 'Not ready': The IR operating software mode is ALIGN or the initialization of any mode;;GADIRU_IRDSCTWRD1_B03_ALIGNMENTNOTREADY_SG_1;Boolean;;;1;144;1;Selected;Not Selected;1;0;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD1_ATTMODE;;4;0;148;FS_IR_STATUS_DSCWRD1_ATTMODE;;141;Boolean;GADIRU_IRDSCTWRD1_B04_ATTMODE;no;480;;;GADIRU_IRDSCTWRD1_B04_ATTMODE_1;SCAF----------------------------;The IR operating software is in ATTITUDE mode;;GADIRU_IRDSCTWRD1_B04_ATTMODE_SG_1;Boolean;;;1;148;1;In Attitude Mode;Not In Attitude Mode;1;0;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD1_NAVMODE;;4;0;152;FS_IR_STATUS_DSCWRD1_NAVMODE;;142;Boolean;GADIRU_IRDSCTWRD1_B05_NAVMODE;no;480;;;GADIRU_IRDSCTWRD1_B05_NAVMODE_1;SCAF----------------------------;The IR operating software is in NAVIGATION mode;;GADIRU_IRDSCTWRD1_B05_NAVMODE_SG_1;Boolean;;;1;152;1;In NAV Mode;Not in NAV Mode;1;0;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD1_LAST_IRS_MISCOMP;;4;0;156;FS_IR_STATUS_DSCWRD1_LAST_IRS_MISCOMP;;143;Boolean;GADIRU_IRDSCTWRD1_B20_LAST_IRSPOS_MISCOMP;no;480;;;GADIRU_IRDSCTWRD1_B20_LAST_IRSPOS_MISCOMP_1;SCAF----------------------------;Comparison of last Nav stored position to airport/manual position fails.;;GADIRU_IRDSCTWRD1_B20_LAST_IRSPOS_MISCOMP_1;Boolean;;;1;156;1;Last Nav position miscomparison;No last Nav position miscomparison;1;0;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD1_TIMEUNTILNAVAVAIL;;4;0;164;FS_IR_STATUS_DSCWRD1_TIMEUNTILNAVAVAIL;;160;Enumerate;GADIRU_270_2_IRSTATUSWRD_TIMEUNTILNAVAVAIL;no;480;;;GADIRU_270_2_IRSTATUSWRD_TIMEUNTILNAVAVAIL_1;SCAF----------------------------;IR TIME until NAV Mode available;;GADIRU_270_2_IRSTATUSWRD_TIMEUNTILNAVAVAIL_SG_1;Enumerate;;;32;164;;;;;;;;;;{[0:<1MIN]&[1:<2MIN]&[2:<3MIN]&[3:<4MIN]&[4:<5MIN]&[5:<6MIN]&[6:<7MIN]&[7:< 8MIN]&[8:> 8MIN]}
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD2_IRONOFFSTATE;;4;0;168;FS_IR_STATUS_DSCWRD2_IRONOFFSTATE;;161;Boolean;GADIRU_IRDSCTWRD2_B12_IRONOFFPUSHBUTTONSTATE;no;480;;;GADIRU_IRDSCTWRD2_B12_IRONOFFPUSHBUTTONSTATE_1;SCAF----------------------------;IR OFF Command;;GADIRU_IRDSCTWRD2_B12_IRONOFFPUSHBUTTONSTATE_SG_1;Boolean;;;1;168;20;Ground;Open;1;0;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD2_IRONOFFSTATE;;4;0;168;FS_IR_STATUS_DSCWRD2_IRONOFFSTATE;;161;Boolean;GADIRU_IRDSCTWRD2_B27_IRONOFFSTATUS;no;;;;GADIRU_IRDSCTWRD2_B27_IRONOFFSTATUS_1;SCAF----------------------------;IR ON/OFF status;;GADIRU_IRDSCTWRD2_B27_IRONOFFSTATUS_SG_1;Boolean;;;1;168;27;OFF;ON;1;0;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD2_SWITCHTOTRUE;;4;0;172;FS_IR_STATUS_DSCWRD2_SWITCHTOTRUE;;162;Boolean;GADIRU_IRDSCTWRD2_B20_SWITCHTOTRUE;no;480;;;GADIRU_IRDSCTWRD2_B20_SWITCHTOTRUE_1;SCAF----------------------------;The current position is close to the extreme latitude zone.;;GADIRU_IRDSCTWRD2_B20_SWITCHTOTRUE_SG_1;Boolean;;;1;172;1;Selected;Not Selected;1;0;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD4;;4;0;176;FS_IR_STATUS_DSCWRD4;;163;Boolean;GADIRU_IR_MODE_AVAILABLE_B11_STORED_HDG;no;480;;;GADIRU_IR_MODE_AVAILABLE_B11_STORED_HDG_1;SCAF----------------------------;IR Discrete Word #4  Stored Heading alignment available;;GADIRU_IR_MODE_AVAILABLE_B11_STORED_HDG_SG_1;Boolean;;;1;176;1;Stored Heading alignment available;Stored Heading alignment not available;1;0;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD4;;4;0;176;FS_IR_STATUS_DSCWRD4;;163;Boolean;GADIRU_IR_MODE_AVAILABLE_B12_GC_ALIGN;no;480;;;GADIRU_IR_MODE_AVAILABLE_B12_GC_ALIGN_1;SCAF----------------------------;IR Discrete Word #4  GC alignment available;;GADIRU_IR_MODE_AVAILABLE_B12_GC_ALIGN_SG_1;Boolean;;;1;176;2;Ground &Stationary conditions for Align. are available;Alignment mode not available;1;0;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD4;;4;0;176;FS_IR_STATUS_DSCWRD4;;163;Boolean;GADIRU_IR_MODE_AVAILABLE_B13_IA;no;480;;;GADIRU_IR_MODE_AVAILABLE_B13_IA_1;SCAF----------------------------;IR Discrete Word #4 Fine GC phase;;GADIRU_IR_MODE_AVAILABLE_B13_IA_SG_1;Boolean;;;1;176;3;The IR is in fine GC phase;The IR is not in fine GC phase;1;0;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD4;;4;0;176;FS_IR_STATUS_DSCWRD4;;163;Boolean;GADIRU_IR_MODE_AVAILABLE_B15_NAV;no;480;;;GADIRU_IR_MODE_AVAILABLE_B15_NAV_1;SCAF----------------------------;IR Discrete Word #4  NAV mode available;;GADIRU_IR_MODE_AVAILABLE_B15_NAV_SG_1;Boolean;;;1;176;5;Nav mode available;Nav mode not available;1;0;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD4;;4;0;176;FS_IR_STATUS_DSCWRD4;;163;Boolean;GADIRU_IR_MODE_AVAILABLE_B16_DEGRNAV;no;480;;;GADIRU_IR_MODE_AVAILABLE_B16_DEGRNAV_1;SCAF----------------------------;IR Discrete Word #4  Degraded NAV mode available;;GADIRU_IR_MODE_AVAILABLE_B16_DEGRNAV_SG_1;Boolean;;;1;176;6;Degraded Nav mode available;Degraded Nav mode not available;1;0;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD4;;4;0;176;FS_IR_STATUS_DSCWRD4;;163;Boolean;GADIRU_IR_MODE_AVAILABLE_B17_ATT;no;480;;;GADIRU_IR_MODE_AVAILABLE_B17_ATT_1;SCAF----------------------------;IR Discrete Word #4  ATT mode available;;GADIRU_IR_MODE_AVAILABLE_B17_ATT_SG_1;Boolean;;;1;176;7;Attitude mode available;Attitude mode not available;1;0;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD4;;4;0;176;FS_IR_STATUS_DSCWRD4;;163;Boolean;GADIRU_IR_MODE_AVAILABLE_B18_TEST;no;480;;;GADIRU_IR_MODE_AVAILABLE_B18_TEST_1;SCAF----------------------------;IR Discrete Word #4  TEST mode available;;GADIRU_IR_MODE_AVAILABLE_B18_TEST_SG_1;Boolean;;;1;176;8;Test mode available;Test mode not available;1;0;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD4;;4;0;176;FS_IR_STATUS_DSCWRD4;;163;Boolean;GADIRU_IR_MODE_AVAILABLE_B14_SHDEGRNAV;no;480;;;GADIRU_IR_MODE_AVAILABLE_B14_SHDEGRNAV_1;SCAF----------------------------;IR Discrete Word - Availability of stored heading degraded navigation mode;;GADIRU_IR_MODE_AVAILABLE_B14_SHDEGRNAV_SG_1;Boolean;;;1;176;9;Stored heading degraded nav mode available;Stored heading degraded nav mode not available;1;0;;;;;;;;;;;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_ACCEL_VERT_GEO_WG;;4;0;184;FS_IR_STATUS_MAINTWRD1;;180;Float;GADIRU_IRS_ACC_NAV_NCC_VERT_GEO_WITH_GRAVITY;no;20;;;GADIRU_IRS_ACC_NAV_NCC_VERT_GEO_WITH_GRAVITY_1;SCAF----------------------------;Vertical geometric acceleration non corrected with gravity and coriolis effect;;GADIRU_IRS_ACC_NAV_NCC_VERT_GEO_WITH_GRAVITY_SG_1;Float;;;32;184;;;;;;;;;;;-100;100;m/s2;;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_TRK;;8;0;188;FS_IR_TRK;;181;Float;GADIRU_IRS_V_ANG_TRACK_TRUE;;40;;;GADIRU_IRS_V_ANG_TRACK_TRUE_1;SCAF----------------------------;Track Angle True;;GADIRU_IRS_V_ANG_TRACK_TRUE_SG_1;Float;;;32;188;;;;;;;;;;;-180;180;deg;0.0054931640625;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_TRK;;8;0;188;FS_IR_TRK;;181;Float;GADIRU_IRS_V_ANG_TRACK_MAG;;40;;;GADIRU_IRS_V_ANG_TRACK_MAG_1;SCAF----------------------------;Track Angle Magnetic;;GADIRU_IRS_V_ANG_TRACK_MAG_SG_1;Float;;;32;192;;;;;;;;;;;-180;180;deg;0.0054931640625;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_TRK_DRIFTANGLE;;4;0;196;FS_IR_TRK_DRIFTANGLE;;182;Float;GADIRU_IRS_V_ANG_DRIFT_ANGLE;;40;;;GADIRU_IRS_V_ANG_DRIFT_ANGLE_1;SCAF----------------------------;Drift Angle;;GADIRU_IRS_V_ANG_DRIFT_ANGLE_SG_1;Float;;;32;196;;;;;;;;;;;-180;180;deg;0.0054931640625;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_VELO_EW;;4;0;200;FS_IR_VELO_EW;;183;Float;GADIRU_IRS_VEL_NAV_EW;;40;;;GADIRU_IRS_VEL_NAV_EW_1;SCAF----------------------------;E - W Velocity  groundspeed;;GADIRU_IRS_VEL_NAV_EW_SG_1;Float;;;32;200;;;;;;;;;;;-4096;4096;kt;0.125;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_VELO_GS;;4;0;208;FS_IR_VELO_GS;;204;Float;GADIRU_IRS_VEL_NAV_GS;;40;;;GADIRU_IRS_VEL_NAV_GS_1;SCAF----------------------------;Ground Speed;;GADIRU_IRS_VEL_NAV_GS_SG_1;Float;;;32;208;;;;;;;;;;;0;4096;kt;0.125;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_VELO_NS;;4;0;212;FS_IR_VELO_NS;;205;Float;GADIRU_IRS_VEL_NAV_NS;;40;;;GADIRU_IRS_VEL_NAV_NS_1;SCAF----------------------------;N - S Velocity  groundspeed;;GADIRU_IRS_VEL_NAV_NS_SG_1;Float;;;32;212;;;;;;;;;;;-4096;4096;kt;0.125;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_VELO_VERT;;4;0;216;FS_IR_VELO_VERT;;206;Integer;GADIRU_IRS_MIX_VVEL_GEODETIC_VS;no;20;;Geodetic Filtered Vertical Speed (Nota : This TX Local Name is more consistent than Parameter Name);GADIRU_IRS_MIX_VVEL_MSL_GEOM_VS_2_1;SCAF----------------------------;Geodetic Filtered Vertical Speed (Nota : TX Local Name is more consistent with correct definition than Parameter Name);;GADIRU_IRS_MIX_VVEL_MSL_GEOM_VS_2_SG_1;Integer;;;32;216;;;;;;;;;;;;;;;;-32768;32768;ft/min;1;BN2
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_VELO_VS;;4;0;220;FS_IR_VELO_VS;;207;Float;GADIRU_IRS_MIX_VVEL_BARO_INERTIAL_VS;no;20;;Baro Inertial Vertical Speed (Nota : This TX Local Name is more consistent than Parameter Name);GADIRU_IRS_VEL_NAV_VS_1;SCAF----------------------------;Potential Vertical speed;;GADIRU_IRS_VEL_NAV_VS_SG_1;Float;;;32;220;;;;;;;;;;;-32768;32768;ft/min;1;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_WIND;;8;0;228;FS_IR_WIND;;224;Float;GADIRU_IRS_MIX_WIND_MAGNITUDE_HORIZ;;80;;;GADIRU_IRS_MIX_WIND_MAGNITUDE_HORIZ_1;SCAF----------------------------;Wind Speed Horizontal;;GADIRU_IRS_MIX_WIND_MAGNITUDE_HORIZ_SG_1;Float;;;32;228;;;;;;;;;;;0;256;kt;0.0078125;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_WIND;;8;0;228;FS_IR_WIND;;224;Float;GADIRU_IRS_MIX_WIND_ANGLE;;80;;;GADIRU_IRS_MIX_WIND_ANGLE_1;SCAF----------------------------;True Wind Direction;;GADIRU_IRS_MIX_WIND_ANGLE_SG_1;Float;;;32;232;;;;;;;;;;;-180;180;deg;0.0054931640625;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_ACCEL;;8;0;236;FS_IR_ACCEL;;225;Float;GADIRU_IRS_ACC_NAV_NORTH;;20;;;GADIRU_IRS_ACC_NAV_NORTH_1;SCAF----------------------------;N - S acceleration;;GADIRU_IRS_ACC_NAV_NORTH_SG_1;Float;;;32;236;;;;;;;;;;;-10;10;g;0.001;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_ACCEL;;8;0;236;FS_IR_ACCEL;;225;Float;GADIRU_IRS_ACC_NAV_EAST;;20;;;GADIRU_IRS_ACC_NAV_EAST_1;SCAF----------------------------;E - W acceleration;;GADIRU_IRS_ACC_NAV_EAST_SG_1;Float;;;32;240;;;;;;;;;;;-10;10;g;0.001;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_HDG_SET;;4;0;244;FS_IR_HDG_SET;;226;Float;GADIRU_IRS_HDG_MAG_SET;;480;;;GADIRU_IRS_HDG_MAG_SET_1;SCAF----------------------------;Set Magnetic Heading Echo;;GADIRU_IRS_HDG_MAG_SET_SG_1;Float;;;32;244;;;;;;;;;;;0;359.9;deg;0.1;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_RATE_DOT;;12;0;248;FS_IR_RATE_DOT;;227;Float;GADIRU_IRS_RATE_NAV_ROLL_PHI_DOT;no;20;;;GADIRU_IRS_RATE_NAV_ROLL_PHI_DOT_1;SCAF----------------------------;Roll Attitude Rate  Euler angle;;GADIRU_IRS_RATE_NAV_ROLL_PHI_DOT_SG_1;Float;;;32;248;;;;;;;;;;;-180;179.994506835937;deg/s;;Simple Precision;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_RATE_DOT;;12;0;248;FS_IR_RATE_DOT;;227;Float;GADIRU_IRS_RATE_NAV_PITCH_THETA_DOT;no;20;;;GADIRU_IRS_RATE_NAV_PITCH_THETA_DOT_1;SCAF----------------------------;Pitch Attitude Rate  Euler angle;;GADIRU_IRS_RATE_NAV_PITCH_THETA_DOT_SG_1;Float;;;32;252;;;;;;;;;;;-180;179.994506835937;deg/s;;Simple Precision
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_RATE_DOT;;12;0;248;FS_IR_RATE_DOT;;227;Float;GADIRU_IRS_RATE_NAV_YAW_PSI_DOT;no;20;;;GADIRU_IRS_RATE_NAV_YAW_PSI_DOT_1;SCAF----------------------------;Heading Rate;;GADIRU_IRS_RATE_NAV_YAW_PSI_DOT_SG_1;Float;;;32;256;;;;;;;;;;;-180;179.994506835937;deg/s;;Simple Precision
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD1_SH_COMP_TEST;;4;0;264;FS_IR_STATUS_DSCWRD1_SH_COMP_TEST;;260;Boolean;GADIRU_IRDSCTWRD1_B21_STRD_HDG_COMP_TEST_FAIL;no;480;;;GADIRU_IRDSCTWRD1_B21_STRD_HDG_COMP_TEST_FAIL_1;SCAF----------------------------;Comparison of last Nav stored heading to estimated fails.;;GADIRU_IRDSCTWRD1_B21_STRD_HDG_COMP_TEST_FAIL_SG_1;Boolean;;;1;264;1;Last stored Heading comparison Fail;No Last stored Heading comparison Fail;1;0;;;;;;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_STATUS_DSCWRD1_REENTER_INITPOS;;4;0;268;FS_IR_STATUS_DSCWRD1_REENTER_INITPOS;;261;Boolean;GADIRU_IRDSCTWRD1_B22_REENTER_INIT_POS;no;480;;;GADIRU_IRDSCTWRD1_B22_REENTER_INIT_POS_1;SCAF----------------------------;Last entered Position has been refused. A new position can be manually re-entered.;;GADIRU_IRDSCTWRD1_B22_REENTER_INIT_POS_SG_1;Boolean;;;1;268;1;A new position can be manually re-entered;No need to re-enter a new initialization position;1;0;;;;;;;;;;
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_TIME;;4;0;272;FS_IR_TIME;;262;Float;GADIRU_IRS_TIME_TOT_20;;20;;;GADIRU_IRS_TIME_TOT_20_1;SCAF----------------------------;Time of Transmission 20ms Label refreshrate;;GADIRU_IRS_TIME_TOT_20_SG_1;Float;;;32;272;;;;;;;;;;;0;4.194304;s;0.000064;Simple Precision
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_VELO;;4;0;276;FS_IR_VELO;;263;Float;GADIRU_IRS_VEL_HOR_QF;no;40;;;GADIRU_IRS_VEL_HOR_QF_PL_1;SCAF----------------------------;Horizontal Velocity Protection Limit;;GADIRU_IRS_VEL_HOR_QF_PL_SG_1;Float;;;32;276;;;;;;;;;;;0;4096;kt;0.125;Simple Precision
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_VELO_PLAT;;8;0;284;FS_IR_VELO_PLAT;;280;Float;GADIRU_IRS_VEL_NAV_PLAT_XS;;40;;;GADIRU_IRS_VEL_NAV_PLAT_XS_1;SCAF----------------------------;Platform Velocity X;;GADIRU_IRS_VEL_NAV_PLAT_XS_SG_1;Float;;;32;284;;;;;;;;;;;-4096;4096;kt;0.125;Simple Precision
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_VELO_PLAT;;8;0;284;FS_IR_VELO_PLAT;;280;Float;GADIRU_IRS_VEL_NAV_PLAT_YS;;40;;;GADIRU_IRS_VEL_NAV_PLAT_YS_1;SCAF----------------------------;Platform Velocity Y;;GADIRU_IRS_VEL_NAV_PLAT_YS_SG_1;Float;;;32;288;;;;;;;;;;;-4096;4096;kt;0.125;Simple Precision
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_ACCEL_BODY_UNF;;8;0;292;FS_IR_ACCEL_BODY_UNF;;281;Float;GADIRU_IRS_LOAD_FACTOR_BODY_NCC_LONG_UNF_LR;no;20;;;GADIRU_IRS_ACC_BODY_NCC_LONG_UNF_LR_1;SCAF----------------------------;Body Long Load Factor - unfilt lower refershrate for busloadreduction;;GADIRU_IRS_ACC_BODY_NCC_LONG_UNF_LR_SG_1;Float;;;32;292;;;;;;;;;;;-10;10;g;0.001;Simple Precision
AFDX_OUTPUT_MESSAGE;IR_1;;Application;VL_S_GADIRU_1_IR;8864;GADIRS_MESSAGE_IR_1;;;non protocol based data;;600;0;20;20;IR_ACCEL_BODY_UNF;;8;0;292;FS_IR_ACCEL_BODY_UNF;;281;Float;GADIRU_IRS_LOAD_FACTOR_BODY_NCC_LAT_UNF_LR;no;20;;;GADIRU_IRS_ACC_BODY_NCC_LAT_UNF_LR_1;SCAF----------------------------;Body Lat Load Factor - unfilterd with lower refershrate for busloadreduction;;GADIRU_IRS_ACC_BODY_NCC_LAT_UNF_LR_SG_1;Float;;;32;296;;;;;;;;;;;-10;10;g;0.001;Simple Precision
